/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
468;2678;;;;;I purchased it this year when my old HP laptop finally died and I was looking for something smaller and lighter than a laptop to carry around for classes and traveling.
1092;2679;;;;;I Have a friend who has the other model and we put them side by side with the same dvd in (battle of the Smithsonian) After on Hour mine was at 53% life left and his was at 69% life left.
1280;2680;;;;;The latest is on my LG Netbook X12
1478;2681;;;;;Purchased as a gift for a friend.
1235;2682;;;;;I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.
1773;2683;;;;;I've never had problems with viruses.
1854;2684;;;;;After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.
1511;2685;28;positive;features;36;There are so many wonderful features and benefits to the new MacBook!
563;2686;91;positive;speeds;97;the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.
2668;2687;37;negative;touch pad;46;The only thing i can say is that the touch pad doesnt work like it should all the time.
1535;2688;65;positive;size;69;However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.
1535;2688;89;positive;features;97;However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.
1535;2688;107;positive;lighted keyboard;123;However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.
1535;2688;133;positive;mouse pad;142;However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.
2991;2689;0;negative;Battery life;12;Battery life needs more life.
132;2690;55;negative;operation system;71;For some odd reasons the computer doesn't reconize the operation system.
1011;2691;;;;;I had to wait 3 weeks to get it back and it still is not working properly.
466;2692;;;;;I am going to go back and return at Store I bought from!
208;2693;4;positive;trackpad;12;The trackpad was easy to learn and navigate.
2314;2694;0;positive;Applications;12;Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.
2552;2695;;;;;My husband purchased a laptop at the same time for about $300 less (he got a pc).
634;2696;87;negative;hard drive;97;I respond that I do not have the old computer and this way I would lose the data on my hard drive.
1926;2697;84;neutral;Windows;91;Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
1926;2697;136;neutral;Warrenty;144;Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
1926;2697;197;negative;agents;203;Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
880;2698;;;;;I think this ps was manufactured in the mid 90's.
721;2699;;;;;both upgrades were quickly accomplished after purchasing the necessary Product Key.
2849;2700;;;;;I have owned it only two months!
360;2701;;;;;I love my macbook pro!
1572;2702;;;;;From the moment I opened the box to the present it has been a great joy.
247;2703;;;;;I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.
2417;2704;57;negative;keyboard;65;Even though the computer is larger they did not make the keyboard larger.
1715;2705;;;;;Thanks, MacConnection, for making this a seamless purchase!
500;2706;16;neutral;three year warranty;35;We paid for the three year warranty and the extended warranty after that one ended as well.
500;2706;44;neutral;extended warranty;61;We paid for the three year warranty and the extended warranty after that one ended as well.
859;2707;25;negative;internet;33;Its not just slow on the internet, its slow in general.
1504;2708;19;positive;RAM;22;It has just enough RAM to run smoothly and enough memory to satisfy my needs.
1504;2708;50;positive;memory;56;It has just enough RAM to run smoothly and enough memory to satisfy my needs.
2474;2709;;;;;The difference is phenomenal.
158;2710;40;negative;Nvidia grafics card;59;I acually believe the issue is with the Nvidia grafics card, but still requires a return.
2421;2711;;;;;I am a freelance graphic artist.
2567;2712;;;;;No waiting to have my claim reviewed by someone in another state (or more often, another country).
1961;2713;;;;;I did not like my acer.
2879;2714;89;negative;work;93;My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.
946;2715;;;;;  Problem fixed which is great but there went another two weeks without my laptop at school.
1565;2716;4;positive;resolution;14;The resolution is even higher then any other laptop on the market.
2854;2717;28;negative;"left ""mouse"" button";47;"Then just the other day, my left ""mouse"" button snapped!"
2585;2718;80;positive;keyboard;88;It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
2585;2718;63;positive;feature;70;It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
2585;2718;19;positive;type;23;It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
2692;2719;38;negative;casing;44;"Laptop is advertised as a 15"" but the casing looks like that of a 17""."
2692;2719;26;neutral;"15""";29;"Laptop is advertised as a 15"" but the casing looks like that of a 17""."
2692;2719;66;neutral;"17""";69;"Laptop is advertised as a 15"" but the casing looks like that of a 17""."
1146;2720;;;;;  Remember to do your research first before consider buying a toshiba product.
413;2721;;;;;I bought this laptop the moment unibody product came to the market.
2634;2722;;;;;The only time I have restarted is during system updates.
2232;2723;;;;;mac is extremely different than any other laptop.
3018;2724;4;positive;feel;8;The feel of this machine compared to the old MacBook is far superior.
49;2725;31;negative;hard disc;40;In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.
2614;2726;;;;;It's great and we will always stick with Apple computers, we have been so happy with them.
981;2727;;;;;  I should have realized that trouble was brewing .
259;2728;186;negative;virus protection programs for a Mac;221;They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.
2774;2729;;;;;Thank you.
2256;2730;;;;;The benefits were immediate!
1550;2731;;;;;Much faster than my old windows laptop that died on me.
1721;2732;;;;;Never any doubt I would get a MacBook, just wasn't sure which one.
2146;2733;22;positive;Screen;28;But with A WAY Bigger Screen, and IS able to connect to an HDMI.
2146;2733;59;neutral;HDMI;63;But with A WAY Bigger Screen, and IS able to connect to an HDMI.
1399;2734;4;negative;graphics;12;the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
1399;2734;31;negative;wireless switch;46;the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
2400;2735;12;positive;build quality;25;The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
1917;2736;;;;;I bought my Acer Aspire custom made in June 2008.
1302;2737;19;neutral;technical person;35;I guess he was the technical person.
2815;2738;;;;;They click.
534;2739;17;neutral;mouse;22;A seventy dollar mouse!
429;2740;78;negative;shipped;85;The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.
978;2741;;;;;I have the A65 - right now it's a paperweight.
2301;2742;34;negative;size;38;when i first got it i thought the size of it was a joke.
2087;2743;;;;;That being said, it still runs video in full screen decently.
2378;2744;45;positive;internet connection;64;It is fast and i have not had a problem with internet connection or any other problems.
2722;2745;30;positive;quality;37;I'm really impressed with the quality and performance for the price of the computer.
2722;2745;42;positive;performance;53;I'm really impressed with the quality and performance for the price of the computer.
2722;2745;62;positive;price;67;I'm really impressed with the quality and performance for the price of the computer.
1058;2746;48;neutral;recovery DVDs;61;But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.
1058;2746;73;neutral;driver/application DVD;95;But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.
2252;2747;22;positive;photo detection software;46;In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.
2781;2748;4;negative;speakers;12;The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.
927;2749;301;negative;price;306;So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).
2293;2750;;;;;What's really great about this product is you may have a family member who is computer illiterate and you can pretty much just let them loose on this computer without any real supervision.
424;2751;;;;;The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.
2316;2752;;;;;PDF files can be viewed instantly.
2008;2753;;;;;Dell Latitude d620 is not a reliable machine.
1726;2754;;;;;I have had it for almost four years now and I have only had a few problems with it.
2779;2755;;;;;Overall for the money this is a good deal.
2955;2756;19;positive;use;22;It is so simple to use, I use it more than my desktop.
2697;2757;30;negative;touchpad;38;I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
2697;2757;90;neutral;screen;96;I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
2697;2757;55;negative;mouse pointer;68;I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
1575;2758;;;;;I saved for this laptop for 3 months and I can tell you personally it was worth the wait.
1007;2759;;;;;I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201
979;2760;;;;;   It has a overheating issue - nearly to the point of being dangerous.
2357;2761;43;negative;hardware;51;I have had no problems with it unlike some hardware defects on past models.
1087;2762;16;negative;KEYBOARD;24;EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.
2529;2763;71;negative;Windows;78;Well, I have to say since I bought my Mac, I won't ever go back to any Windows.
2111;2764;66;negative;cost;70;I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.
71;2765;;;;;I have used different laptops in the past and I have to rate this one way above the rest.
1619;2766;;;;;I love the Mac so much better than my work PC!
400;2767;4;positive;quality;11;The quality, engineering design and warranty are superior--covers damage from dropping the laptop.
400;2767;13;positive;engineering design;31;The quality, engineering design and warranty are superior--covers damage from dropping the laptop.
400;2767;36;positive;warranty;44;The quality, engineering design and warranty are superior--covers damage from dropping the laptop.
2628;2768;;;;;I recommend the Macbook Pro if you want the best laptop on the market.
2212;2769;4;positive;applications;16;The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.
2153;2770;10;positive;screen;16;The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.
212;2771;;;;;Small and light weight.
443;2772;33;positive;use;36;Great laptop for school, easy to use for beginners in the household.
511;2773;;;;;He didn't work for sony, he was just approved to fix their crappy products.
194;2774;24;negative;work;28;4) Laptop still did not work, blue screen within a week...
2620;2775;60;negative;speakers;68;The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.
1593;2776;;;;;"Bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it""."
83;2777;;;;;Never had a single problem, and don't have to worry about viruses.
1299;2778;60;negative;hinges;66;Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.
366;2779;82;positive;programs;90;Not to mention the fact that your mac comes fully loaded with all necessary basic programs.
2686;2780;7;negative;work;11;Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).
368;2781;;;;;It is SO much fun to play with.
784;2782;29;negative;Customer Service;45;If this is an improvement in Customer Service then I would hate too see what it was before!
647;2783;;;;;*6th week*-They are not responding to my emails asking when they expect to dispatch the new unit...
1496;2784;11;positive;programs;19;All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.
1496;2784;21;neutral;Keynote;28;All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.
1496;2784;30;neutral;Pages;35;All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.
1496;2784;37;neutral;Numbers;44;All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.
2602;2785;32;negative;expense;39;Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.
2602;2785;122;positive;run;125;Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.
1450;2786;112;positive;components;122;"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1450;2786;151;positive;price;156;"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1450;2786;313;positive;price;318;"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1410;2787;12;negative;cd drive;20;There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.
688;2788;;;;;And Toshiba is a quality supplier.
2097;2789;95;positive;price;100;For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000
527;2790;;;;;I can't honestly say I was heartbroken.
2665;2791;;;;;WILL NOT EVERY BUY ANOTHER--------LOU
1795;2792;23;negative;quality;30;Unfortunately, Apple's quality has continued to slide.
2230;2793;;;;;and finally i realized that mac is the best.
114;2794;;;;;It's very annoying.
2224;2795;;;;;I'm hoping that I can find a really quick way to clean it without it getting too gross.
3033;2796;;;;;My only other complaint is that it gets really hot.
1614;2797;19;positive;quality;26;I believe that the quality of a mac is worth the price.
1614;2797;49;positive;price;54;I believe that the quality of a mac is worth the price.
1003;2798;;;;;I'm Very disappointed in Dell.
1392;2799;49;negative;pointer;56;sometimes you will be moving your finger and the pointer will not even move.
680;2800;;;;;I've only had mine a day but I'm already used to it...
436;2801;;;;;And that was the fourth time ive sent it to them to get fixed.
697;2802;57;positive;shipping;65;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
697;2802;100;positive;price;105;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
697;2802;36;positive;budget;42;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1159;2803;70;negative;life span;79;I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.
2757;2804;16;positive;design;22;I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.
2757;2804;28;positive;looks;33;I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.
2757;2804;39;positive;feel;43;I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.
2757;2804;53;positive;my toshiba feature;71;I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.
232;2805;;;;;For me, five stars is not enough.
2122;2806;;;;;I love how easy every thing is to do on my Apple products.
1508;2807;;;;;Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros.
278;2808;4;negative;layout;10;"The layout of the MacBook is horrible and confusing;"
2783;2809;19;negative;one of the programs;38;Was not happy with one of the programs on it.
327;2810;76;positive;use;79;Also it is very good for college students who just need a reliable, easy to use computer.
2731;2811;20;negative;Touchpad;28;The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.
2731;2811;58;negative;USB;61;The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.
2731;2811;90;negative;Touchpad;98;The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.
218;2812;;;;;I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.
5;2813;;;;;"This is definitely a computer worth the money;"
1749;2814;150;positive;iwork;155;Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.
1749;2814;177;negative;office;183;Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.
1749;2814;102;negative;word processor;116;Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.
1749;2814;136;neutral;windows;143;Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.
1749;2814;51;neutral;document creation;68;Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.
820;2815;;;;;  I am stuck with a laptop that I cannot do very much with.
245;2816;20;positive;battery;27;It is light and the battery last a very long time.
1979;2817;;;;;Better stick with another brand.
202;2818;;;;;I am glad I did my research.
1142;2819;86;neutral;memory;92;  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).
1142;2819;55;negative;memory stick;67;  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).
1142;2819;159;neutral;memory stick;171;  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).
1211;2820;;;;;5 months dead again.
2294;2821;;;;;Also, you won't have to worry about them going onlne a getting a virus.
1583;2822;;;;;Very happy.
2372;2823;;;;;The netbook is easier for me to take to bed and carry around with me.
1438;2824;15;negative;keys;19;Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.
1438;2824;26;negative;keyboard;34;Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.
1438;2824;98;negative;button below the mouse pad;124;Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.
1438;2824;170;negative;screen;176;Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.
1438;2824;73;negative;paint;78;Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.
1949;2825;;;;;My children won't even use it  for their school work.
2663;2826;;;;;THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.
952;2827;32;negative;lightscribe;43;The next time I had an issue my lightscribe wouldn't work.
1858;2828;4;negative;touchpad;12;The touchpad is extremely sensitive, which is the only drawback.
2235;2829;31;positive;applications;43;also it comes with very useful applications like iphoto that it is the best photo application i have ever had
2235;2829;49;positive;iphoto;55;also it comes with very useful applications like iphoto that it is the best photo application i have ever had
2235;2829;76;positive;photo application;93;also it comes with very useful applications like iphoto that it is the best photo application i have ever had
2825;2830;;;;;It has everything I would need for a home computer.
514;2831;;;;;The computer did what it was NOT supposed to do, and I didn't know what to do....
1048;2832;1;neutral;Bluetooth;10;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;18;neutral;Fingerprint Reader;36;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;53;positive;screen;59;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;72;positive;Mic;75;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;85;positive;Dual touchpad mode;103;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;139;neutral;USB ports;148;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;76;positive;Webcam;82;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;132;positive;use;135;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1048;2832;150;positive;Runs;154;-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.
1729;2833;;;;;I love this computer.
1904;2834;;;;;"  They informed me that I had around 7 ""policies"" or viruses on it."
1182;2835;41;negative;Word;45;They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.
2455;2836;39;neutral;17 ince screen;53;The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.
2455;2836;115;positive;screen;121;The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.
1213;2837;43;negative;warranty period;58;Summary: They played games with me for the warranty period.
1394;2838;;;;;i cant believe HP put this out.
1924;2839;116;negative;HD;118;In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.
1924;2839;349;negative;drivers;356;In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.
1924;2839;83;neutral;Windows update;97;In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.
2268;2840;;;;;without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.
2171;2841;16;positive;OSX;19;I can have both OSX and Windows XP running at the same time!
2171;2841;24;positive;Windows XP;34;I can have both OSX and Windows XP running at the same time!
790;2842;;;;;I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.
552;2843;16;neutral;Features;24;Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor
552;2843;35;negative;Performance;46;Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor
552;2843;54;positive;Battery Life;66;Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor
552;2843;79;negative;Price;84;Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor
552;2843;85;negative;Value;90;Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor
1859;2844;;;;;Otherwise, I love it!
2589;2845;;;;;Having someone give you a quick tour of how to's is the best.
2643;2846;;;;;I have recently converted back to a mac and I couldn't be happier!
733;2847;74;negative;windows;81;Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.
870;2848;;;;;At 16 months it started shutting off after only 5 or 10 minutes.
1910;2849;;;;;  They basically told me that the machine would be problem free now.
2029;2850;;;;;I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.
2242;2851;4;positive;graphics;12;The graphics are stunning.
2085;2852;91;positive;system;97;(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.
543;2853;50;negative;WiFi;54;after much effort and 10 days ASUS replaced itThe WiFi is very weak.
925;2854;46;neutral;software;54;You can call HP and they want you to buy more software to fix it.
724;2855;;;;;It has been plagued with problems since the day i turned it on.
2139;2856;;;;;this computer is a little more expensive than any pc but it will last you longer and it worth every penny.
1771;2857;27;neutral;update programs;42;It is easy to navigate and update programs.
1771;2857;14;positive;navigate;22;It is easy to navigate and update programs.
383;2858;;;;;The laptop is gorgeous.
2355;2859;;;;;It's more expensive but well worth it in the long run.
2200;2860;;;;;I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.
723;2861;;;;;I've had hp desktop for over 4 yrs now and not one days goes by that i don't regret buying it.
2043;2862;;;;;HP didn't fix it.
2258;2863;2;positive;Applications;14;, Applications respond immediately (not like the tired MS applications).
2258;2863;55;negative;MS applications;70;, Applications respond immediately (not like the tired MS applications).
1960;2864;102;positive;Customer Service;118;All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.
2006;2865;;;;;Now, I guess, I'll have to unload my M6809 on some poor, hapless soul.
2223;2866;42;negative;screen;48;The only drawback for me is how dirty the screen gets, and rather quickly too.
23;2867;43;positive;carry;48;The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.
23;2867;112;positive;weight;118;The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.
2711;2868;50;positive;applications;62;Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.
2711;2868;82;neutral;programs;90;Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.
2711;2868;67;positive;Internet tabs;80;Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.
1899;2869;;;;;  The problems started with just the screen freezing.
495;2870;;;;;Taking it anywhere was a pain!
1606;2871;29;negative;noises;35;I also did not like the loud noises it made or how the bottom of the computer would get really hot.
1606;2871;55;negative;bottom of the computer;77;I also did not like the loud noises it made or how the bottom of the computer would get really hot.
1018;2872;84;positive;repair technician;101;I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.
1761;2873;;;;;I previously owned a Toshiba and it only lasted about 2 years.
554;2874;;;;;I can't imagine my life without it anymore!
2728;2875;10;negative;software;18;defective software.
1964;2876;36;negative;carry;41;This computer was so challenging to carry and handle.
1964;2876;46;negative;handle;52;This computer was so challenging to carry and handle.
2808;2877;0;negative;Cords;5;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;31;negative;power;36;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;69;negative;headphones;79;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;80;negative;mic;83;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;89;negative;network connection;107;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;138;negative;setup;143;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;42;negative;cords;47;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
2808;2877;149;negative;cords;154;Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
775;2878;56;negative;power supply;68;Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.
